,time,PM2.5,humidity,temperature
0,2021-12-05 20:00:00,128.1,59.5,20.9
1,2021-12-05 21:00:00,112.7,60.3,20.8
2,2021-12-05 22:00:00,144.7,63.7,20.2
3,2021-12-05 23:00:00,130.8,70.0,19.4
4,2021-12-06 00:00:00,170.0,75.0,19.1
5,2021-12-06 01:00:00,149.2,73.6,19.3
6,2021-12-06 02:00:00,161.6,74.1,19.0
7,2021-12-06 03:00:00,208.0,76.2,18.4
8,2021-12-06 04:00:00,238.5,77.0,18.1
9,2021-12-06 05:00:00,201.8,78.9,17.1
10,2021-12-06 06:00:00,168.4,78.1,16.6
11,2021-12-06 07:00:00,141.6,75.8,16.3
12,2021-12-06 08:00:00,144.8,81.3,16.2
13,2021-12-06 09:00:00,121.6,77.8,16.7
14,2021-12-06 10:00:00,128.8,73.0,17.6
15,2021-12-06 11:00:00,103.7,67.2,18.5
16,2021-12-06 12:00:00,71.1,57.2,19.4
17,2021-12-06 13:00:00,56.2,48.7,20.3
18,2021-12-06 14:00:00,36.3,41.9,21.0
19,2021-12-06 15:00:00,31.5,41.1,21.4
20,2021-12-06 16:00:00,33.8,42.3,21.6
21,2021-12-06 17:00:00,37.4,46.1,21.4
22,2021-12-06 18:00:00,71.3,52.8,20.9
23,2021-12-06 19:00:00,86.3,56.5,20.3
