,timestamp,PM2.5,humidity,temperature
0,03/05/2022 00:00,30.5,74.8,24.9
1,03/05/2022 01:00,36.1,76.7,24.0
2,03/05/2022 02:00,35.5,76.4,24.4
3,03/05/2022 03:00,39.5,77.6,24.3
4,03/05/2022 04:00,45.7,79.8,23.6
5,03/05/2022 05:00,46.4,81.3,23.1
6,03/05/2022 06:00,45.5,82.8,22.9
7,03/05/2022 07:00,55.8,85.4,22.5
8,03/05/2022 08:00,47.2,81.8,23.2
9,03/05/2022 09:00,36.8,71.1,23.8
10,03/05/2022 10:00,23.4,65.0,24.3
11,03/05/2022 11:00,15.7,58.3,24.9
12,03/05/2022 12:00,18.2,55.5,25.6
13,03/05/2022 13:00,19.9,55.3,25.6
14,03/05/2022 14:00,11.9,49.9,27.1
15,03/05/2022 15:00,11.7,49.3,28.9
16,03/05/2022 16:00,11.9,48.5,30.1
17,03/05/2022 17:00,11.6,46.1,30.8
18,03/05/2022 18:00,12.0,49.2,30.1
19,03/05/2022 19:00,23.25,56.0,28.2
20,03/05/2022 20:00,34.5,64.5,26.6
21,03/05/2022 21:00,33.0,67.7,25.8
22,03/05/2022 22:00,30.5,68.2,25.6
23,03/05/2022 23:00,30.5,66.8,25.2
