,timestamp,PM2.5,humidity,temperature
0,22/04/2022 00:00,6.8,99.0,23.7
1,22/04/2022 01:00,7.6,99.0,23.6
2,22/04/2022 02:00,6.3,99.0,23.7
3,22/04/2022 03:00,5.6,99.0,23.5
4,22/04/2022 04:00,4.9,99.0,23.4
5,22/04/2022 05:00,4.8,99.0,23.4
6,22/04/2022 06:00,4.9,99.0,23.5
7,22/04/2022 07:00,5.2,99.0,23.9
8,22/04/2022 08:00,5.4,98.2,25.2
9,22/04/2022 09:00,9.0,88.4,27.9
10,22/04/2022 10:00,10.2,84.6,29.0
11,22/04/2022 11:00,10.7,80.9,29.9
12,22/04/2022 12:00,9.0,77.6,30.8
13,22/04/2022 13:00,10.2,77.4,31.4
14,22/04/2022 14:00,8.5,75.1,32.3
15,22/04/2022 15:00,7.9,72.7,33.1
16,22/04/2022 16:00,6.2,75.6,32.3
17,22/04/2022 17:00,4.9,79.9,31.1
18,22/04/2022 18:00,3.5,86.2,29.4
19,22/04/2022 19:00,2.5,94.1,27.5
20,22/04/2022 20:00,2.3,97.9,26.6
21,22/04/2022 21:00,2.5,99.0,26.0
22,22/04/2022 22:00,2.4,99.0,25.9
23,22/04/2022 23:00,2.4,99.0,26.1
