,time,PM2.5,humidity,temperature
0,2021-08-18 16:00:00,5.8,51.1,36.8
1,2021-08-18 17:00:00,9.0,55.6,35.9
2,2021-08-18 18:00:00,13.2,62.2,34.9
3,2021-08-18 19:00:00,6.0,78.3,30.2
4,2021-08-18 20:00:00,3.1,80.2,28.4
5,2021-08-18 21:00:00,1.2,83.3,27.4
6,2021-08-18 22:00:00,1.0,82.2,27.1
7,2021-08-18 23:00:00,1.0,83.1,27.2
8,2021-08-19 00:00:00,1.0,81.5,27.6
9,2021-08-19 01:00:00,1.1,81.0,27.7
10,2021-08-19 02:00:00,2.0,82.7,27.5
11,2021-08-19 03:00:00,2.8,83.9,27.2
12,2021-08-19 04:00:00,8.7,85.7,26.6
13,2021-08-19 05:00:00,11.4,85.7,26.6
14,2021-08-19 06:00:00,10.1,84.4,26.9
15,2021-08-19 07:00:00,6.1,78.6,28.9
16,2021-08-19 08:00:00,4.7,63.9,32.9
17,2021-08-19 09:00:00,4.8,55.9,35.0
18,2021-08-19 10:00:00,6.1,52.3,35.8
19,2021-08-19 11:00:00,6.4,49.3,36.9
20,2021-08-19 12:00:00,9.0,47.1,38.0
21,2021-08-19 13:00:00,7.3,49.8,37.0
22,2021-08-19 14:00:00,9.0,51.5,37.0
23,2021-08-19 15:00:00,6.5,54.6,36.5
