,timestamp,PM2.5,humidity,temperature
0,07/01/2022 00:00,41.7,83.2,22.3
1,07/01/2022 01:00,41.2,83.8,22.3
2,07/01/2022 02:00,43.7,85.4,22.0
3,07/01/2022 03:00,45.9,85.6,22.1
4,07/01/2022 04:00,46.6,85.1,22.2
5,07/01/2022 05:00,48.1,84.6,22.1
6,07/01/2022 06:00,66.6,83.6,21.9
7,07/01/2022 07:00,70.8,83.3,21.8
8,07/01/2022 08:00,73.7,82.8,21.9
9,07/01/2022 09:00,89.9,81.3,22.6
10,07/01/2022 10:00,85.7,79.1,23.2
11,07/01/2022 11:00,75.0,75.6,24.0
12,07/01/2022 12:00,76.5,73.0,24.8
13,07/01/2022 13:00,66.5,72.8,24.8
14,07/01/2022 14:00,50.9,69.3,25.3
15,07/01/2022 15:00,43.9,68.1,25.0
16,07/01/2022 16:00,40.9,67.5,25.2
17,07/01/2022 17:00,44.1,70.3,24.3
18,07/01/2022 18:00,47.3,73.7,23.5
19,07/01/2022 19:00,46.6,75.8,23.1
20,07/01/2022 20:00,55.1,77.9,22.8
21,07/01/2022 21:00,58.9,80.5,22.3
22,07/01/2022 22:00,65.9,81.8,22.1
23,07/01/2022 23:00,65.4,81.6,22.1
