,time,PM2.5,humidity,temperature
0,2021-07-03 16:00:00,,,
1,2021-07-03 17:00:00,,,
2,2021-07-03 18:00:00,,,
3,2021-07-03 19:00:00,,,
4,2021-07-03 20:00:00,,,
5,2021-07-03 21:00:00,,,
6,2021-07-03 22:00:00,,,
7,2021-07-03 23:00:00,,,
8,2021-07-04 00:00:00,,,
9,2021-07-04 01:00:00,,,
10,2021-07-04 02:00:00,,,
11,2021-07-04 03:00:00,,,
12,2021-07-04 04:00:00,,,
13,2021-07-04 05:00:00,,,
14,2021-07-04 06:00:00,,,
15,2021-07-04 07:00:00,,,
16,2021-07-04 08:00:00,,,
17,2021-07-04 09:00:00,,,
18,2021-07-04 10:00:00,,,
19,2021-07-04 11:00:00,,,
20,2021-07-04 12:00:00,,,
21,2021-07-04 13:00:00,,,
22,2021-07-04 14:00:00,,,
23,2021-07-04 15:00:00,,,
