,time,PM2.5,humidity,temperature
0,2021-09-07 16:00:00,8.9,79.7,28.4
1,2021-09-07 17:00:00,8.2,75.3,29.2
2,2021-09-07 18:00:00,10.2,77.9,28.7
3,2021-09-07 19:00:00,11.1,82.4,27.8
4,2021-09-07 20:00:00,11.5,82.9,27.7
5,2021-09-07 21:00:00,16.6,83.1,27.8
6,2021-09-07 22:00:00,15.0,79.5,28.2
7,2021-09-07 23:00:00,13.8,79.4,28.0
8,2021-09-08 00:00:00,15.7,81.9,27.7
9,2021-09-08 01:00:00,9.4,83.4,27.4
10,2021-09-08 02:00:00,12.2,86.0,26.9
11,2021-09-08 03:00:00,14.1,87.2,26.8
12,2021-09-08 04:00:00,15.0,85.9,27.0
13,2021-09-08 05:00:00,16.9,85.8,27.0
14,2021-09-08 06:00:00,17.5,85.5,27.0
15,2021-09-08 07:00:00,17.5,78.5,28.4
16,2021-09-08 08:00:00,15.5,74.5,29.0
17,2021-09-08 09:00:00,15.4,72.1,29.7
18,2021-09-08 10:00:00,31.59,74.8,29.7
19,2021-09-08 11:00:00,15.8,72.2,30.4
20,2021-09-08 12:00:00,7.4,84.5,27.2
21,2021-09-08 13:00:00,4.0,89.0,26.6
22,2021-09-08 14:00:00,3.2,72.4,31.1
23,2021-09-08 15:00:00,4.0,69.0,31.6
