,timestamp,PM2.5,humidity,temperature
0,02/01/2022 00:00,40.7,88.0,15.6
1,02/01/2022 01:00,38.9,88.5,15.4
2,02/01/2022 02:00,30.0,88.8,15.2
3,02/01/2022 03:00,23.6,88.2,15.1
4,02/01/2022 04:00,22.9,87.4,15.0
5,02/01/2022 05:00,23.7,86.9,15.1
6,02/01/2022 06:00,22.1,87.6,15.0
7,02/01/2022 07:00,22.3,86.7,15.1
8,02/01/2022 08:00,25.6,85.4,15.2
9,02/01/2022 09:00,27.7,83.4,15.8
10,02/01/2022 10:00,34.1,81.7,16.5
11,02/01/2022 11:00,40.3,80.4,16.8
12,02/01/2022 12:00,48.9,79.2,17.4
13,02/01/2022 13:00,54.3,77.5,18.2
14,02/01/2022 14:00,46.9,76.4,18.7
15,02/01/2022 15:00,47.1,73.5,19.9
16,02/01/2022 16:00,58.7,73.0,20.2
17,02/01/2022 17:00,74.9,74.6,19.8
18,02/01/2022 18:00,91.3,77.1,19.2
19,02/01/2022 19:00,116.7,81.2,18.5
20,02/01/2022 20:00,127.8,83.0,18.2
21,02/01/2022 21:00,131.8,84.4,17.9
22,02/01/2022 22:00,142.1,85.1,17.9
23,02/01/2022 23:00,194.2,85.8,17.8
