,time,PM2.5,humidity,temperature
0,2021-08-25 16:00:00,7.3,58.7,35.7
1,2021-08-25 17:00:00,6.2,61.5,34.4
2,2021-08-25 18:00:00,6.5,66.9,33.1
3,2021-08-25 19:00:00,6.9,70.7,31.9
4,2021-08-25 20:00:00,9.1,73.7,31.3
5,2021-08-25 21:00:00,8.4,75.8,30.8
6,2021-08-25 22:00:00,7.4,77.9,30.5
7,2021-08-25 23:00:00,8.5,79.3,30.2
8,2021-08-26 00:00:00,8.5,80.8,30.1
9,2021-08-26 01:00:00,7.3,81.1,29.9
10,2021-08-26 02:00:00,5.6,81.1,29.9
11,2021-08-26 03:00:00,9.3,81.9,29.7
12,2021-08-26 04:00:00,15.7,83.1,29.4
13,2021-08-26 05:00:00,55.34,85.4,29.1
14,2021-08-26 06:00:00,80.68,86.4,28.9
15,2021-08-26 07:00:00,6.0,88.2,26.9
16,2021-08-26 08:00:00,3.1,84.9,27.6
17,2021-08-26 09:00:00,5.3,83.6,28.2
18,2021-08-26 10:00:00,8.0,83.8,28.2
19,2021-08-26 11:00:00,8.6,79.9,29.5
20,2021-08-26 12:00:00,9.4,75.4,30.7
21,2021-08-26 13:00:00,9.5,69.8,32.1
22,2021-08-26 14:00:00,9.8,68.7,32.6
23,2021-08-26 15:00:00,9.0,65.9,32.9
