,time,PM2.5,humidity,temperature
0,2021-08-25 16:00:00,11.4,67.0,35.3
1,2021-08-25 17:00:00,10.5,71.1,34.3
2,2021-08-25 18:00:00,15.9,74.7,33.4
3,2021-08-25 19:00:00,18.8,77.6,32.4
4,2021-08-25 20:00:00,17.9,81.1,31.7
5,2021-08-25 21:00:00,44.32,87.1,30.5
6,2021-08-25 22:00:00,16.2,86.3,30.6
7,2021-08-25 23:00:00,17.0,87.3,30.5
8,2021-08-26 00:00:00,17.1,88.4,30.4
9,2021-08-26 01:00:00,16.3,89.4,30.2
10,2021-08-26 02:00:00,65.07,90.3,30.0
11,2021-08-26 03:00:00,60.95,91.1,29.8
12,2021-08-26 04:00:00,85.19,92.0,29.6
13,2021-08-26 05:00:00,70.67,92.7,29.5
14,2021-08-26 06:00:00,66.66,92.5,29.3
15,2021-08-26 07:00:00,8.3,100.0,26.4
16,2021-08-26 08:00:00,9.4,99.5,27.1
17,2021-08-26 09:00:00,13.4,98.4,27.6
18,2021-08-26 10:00:00,19.3,99.6,27.4
19,2021-08-26 11:00:00,63.02,96.1,28.3
20,2021-08-26 12:00:00,16.1,90.7,29.5
21,2021-08-26 13:00:00,15.4,81.9,31.8
22,2021-08-26 14:00:00,16.5,73.4,34.1
23,2021-08-26 15:00:00,12.0,68.5,34.9
