,time,PM2.5,humidity,temperature
0,2021-07-11 16:00:00,18.8,59.1,35.4
1,2021-07-11 17:00:00,37.57,62.1,34.9
2,2021-07-11 18:00:00,30.4,63.0,34.6
3,2021-07-11 19:00:00,18.7,69.4,32.8
4,2021-07-11 20:00:00,54.94,73.5,32.0
5,2021-07-11 21:00:00,42.93,77.2,31.2
6,2021-07-11 22:00:00,18.3,81.4,30.2
7,2021-07-11 23:00:00,17.2,83.4,29.9
8,2021-07-12 00:00:00,17.9,83.8,29.9
9,2021-07-12 01:00:00,19.5,85.1,29.7
10,2021-07-12 02:00:00,43.42,86.3,29.4
11,2021-07-12 03:00:00,44.7,86.6,29.5
12,2021-07-12 04:00:00,47.72,86.6,29.5
13,2021-07-12 05:00:00,58.75,88.0,29.2
14,2021-07-12 06:00:00,64.22,89.4,28.9
15,2021-07-12 07:00:00,60.56,88.0,29.4
16,2021-07-12 08:00:00,19.2,82.9,30.1
17,2021-07-12 09:00:00,36.84,80.6,30.5
18,2021-07-12 10:00:00,15.0,74.5,31.7
19,2021-07-12 11:00:00,13.6,68.9,33.1
20,2021-07-12 12:00:00,13.0,64.0,34.2
21,2021-07-12 13:00:00,14.9,60.9,35.1
22,2021-07-12 14:00:00,17.6,57.8,36.2
23,2021-07-12 15:00:00,18.1,55.9,36.6
