,timestamp,PM2.5,humidity,temperature
0,29/12/2021 00:00,38.2,88.1,17.0
1,29/12/2021 01:00,38.6,89.1,16.8
2,29/12/2021 02:00,38.8,89.7,16.7
3,29/12/2021 03:00,37.2,90.5,16.6
4,29/12/2021 04:00,31.4,91.3,16.5
5,29/12/2021 05:00,21.3,88.5,16.2
6,29/12/2021 06:00,16.9,86.9,16.1
7,29/12/2021 07:00,19.1,91.2,15.8
8,29/12/2021 08:00,21.8,93.8,15.8
9,29/12/2021 09:00,25.1,96.7,15.7
10,29/12/2021 10:00,19.9,97.9,15.9
11,29/12/2021 11:00,22.5,97.2,16.1
12,29/12/2021 12:00,25.1,92.8,16.8
13,29/12/2021 13:00,25.4,89.9,17.5
14,29/12/2021 14:00,14.7,88.8,17.2
15,29/12/2021 15:00,10.4,85.7,17.7
16,29/12/2021 16:00,13.4,86.1,17.4
17,29/12/2021 17:00,14.9,86.9,17.0
18,29/12/2021 18:00,14.6,86.6,16.9
19,29/12/2021 19:00,15.6,85.2,16.9
20,29/12/2021 20:00,14.2,85.5,16.7
21,29/12/2021 21:00,12.1,86.5,16.3
22,29/12/2021 22:00,10.7,86.3,16.0
23,29/12/2021 23:00,8.1,88.1,15.7
