,time,PM2.5,humidity,temperature
0,2021-10-06 20:00:00,53.0,77.9,29.4
1,2021-10-06 21:00:00,55.0,78.1,29.4
2,2021-10-06 22:00:00,45.8,78.0,29.1
3,2021-10-06 23:00:00,44.6,77.0,29.1
4,2021-10-07 00:00:00,61.3,77.6,28.9
5,2021-10-07 01:00:00,63.1,79.7,28.7
6,2021-10-07 02:00:00,56.3,82.7,28.6
7,2021-10-07 03:00:00,62.3,84.4,28.5
8,2021-10-07 04:00:00,81.0,86.0,28.2
9,2021-10-07 05:00:00,104.6,90.0,27.5
10,2021-10-07 06:00:00,97.7,89.7,27.6
11,2021-10-07 07:00:00,85.1,90.4,27.4
12,2021-10-07 08:00:00,87.6,90.3,27.5
13,2021-10-07 09:00:00,91.4,88.3,28.1
14,2021-10-07 10:00:00,103.4,83.7,29.5
15,2021-10-07 11:00:00,80.1,73.9,32.1
16,2021-10-07 12:00:00,64.7,68.6,33.6
17,2021-10-07 13:00:00,36.7,58.2,35.0
18,2021-10-07 14:00:00,23.7,53.2,35.4
19,2021-10-07 15:00:00,23.1,56.3,34.0
20,2021-10-07 16:00:00,22.2,58.3,33.1
21,2021-10-07 17:00:00,23.0,59.4,32.7
22,2021-10-07 18:00:00,37.8,62.7,32.0
23,2021-10-07 19:00:00,68.9,67.3,31.3
