,time,PM2.5,humidity,temperature
0,2021-10-07 20:00:00,228.7,87.3,30.2
1,2021-10-07 21:00:00,129.8,89.5,29.6
2,2021-10-07 22:00:00,,,
3,2021-10-07 23:00:00,,,
4,2021-10-08 00:00:00,,,
5,2021-10-08 01:00:00,,,
6,2021-10-08 02:00:00,,,
7,2021-10-08 03:00:00,,,
8,2021-10-08 04:00:00,,,
9,2021-10-08 05:00:00,,,
10,2021-10-08 06:00:00,,,
11,2021-10-08 07:00:00,,,
12,2021-10-08 08:00:00,,,
13,2021-10-08 09:00:00,,,
14,2021-10-08 10:00:00,,,
15,2021-10-08 11:00:00,62.3,63.6,33.4
16,2021-10-08 12:00:00,45.6,61.3,33.0
17,2021-10-08 13:00:00,43.9,62.5,33.4
18,2021-10-08 14:00:00,45.7,61.0,34.2
19,2021-10-08 15:00:00,43.8,61.5,34.2
20,2021-10-08 16:00:00,48.4,64.6,33.6
21,2021-10-08 17:00:00,64.9,69.5,32.9
22,2021-10-08 18:00:00,131.4,73.0,31.7
23,2021-10-08 19:00:00,100.3,73.5,30.7
