,time,PM2.5,humidity,temperature
0,2021-09-08 16:00:00,2.6,89.2,30.7
1,2021-09-08 17:00:00,2.1,93.8,29.3
2,2021-09-08 18:00:00,3.9,100.0,27.1
3,2021-09-08 19:00:00,5.2,100.0,27.1
4,2021-09-08 20:00:00,4.7,100.0,26.9
5,2021-09-08 21:00:00,6.2,100.0,26.9
6,2021-09-08 22:00:00,12.5,100.0,26.7
7,2021-09-08 23:00:00,8.7,100.0,26.3
8,2021-09-09 00:00:00,5.9,100.0,26.2
9,2021-09-09 01:00:00,5.5,100.0,26.0
10,2021-09-09 02:00:00,4.1,100.0,25.4
11,2021-09-09 03:00:00,4.1,100.0,23.7
12,2021-09-09 04:00:00,4.1,100.0,24.1
13,2021-09-09 05:00:00,4.1,100.0,24.2
14,2021-09-09 06:00:00,4.1,100.0,24.3
15,2021-09-09 07:00:00,4.1,100.0,24.3
16,2021-09-09 08:00:00,4.1,100.0,25.1
17,2021-09-09 09:00:00,4.1,100.0,27.4
18,2021-09-09 10:00:00,4.1,99.9,28.5
19,2021-09-09 11:00:00,2.0,97.0,29.8
20,2021-09-09 12:00:00,4.9,94.8,30.4
21,2021-09-09 13:00:00,6.9,91.3,31.1
22,2021-09-09 14:00:00,7.7,82.3,32.8
23,2021-09-09 15:00:00,6.5,86.0,32.0
