,timestamp,PM2.5,humidity,temperature
0,06/02/2022 00:00,25.8,99.0,13.7
1,06/02/2022 01:00,24.7,99.0,13.6
2,06/02/2022 02:00,25.6,99.0,13.4
3,06/02/2022 03:00,32.4,99.0,13.4
4,06/02/2022 04:00,27.3,99.0,13.4
5,06/02/2022 05:00,19.7,99.0,13.6
6,06/02/2022 06:00,18.4,99.0,14.0
7,06/02/2022 07:00,19.6,99.0,13.8
8,06/02/2022 08:00,23.4,99.0,13.6
9,06/02/2022 09:00,21.7,99.0,13.6
10,06/02/2022 10:00,18.8,99.0,13.5
11,06/02/2022 11:00,18.2,99.0,13.9
12,06/02/2022 12:00,17.6,99.0,14.2
13,06/02/2022 13:00,14.5,99.0,14.5
14,06/02/2022 14:00,14.9,99.0,14.6
15,06/02/2022 15:00,14.3,99.0,14.7
16,06/02/2022 16:00,16.0,99.0,14.3
17,06/02/2022 17:00,12.9,99.0,14.4
18,06/02/2022 18:00,19.3,99.0,14.6
19,06/02/2022 19:00,18.8,99.0,14.6
20,06/02/2022 20:00,14.7,99.0,14.6
21,06/02/2022 21:00,16.4,99.0,14.5
22,06/02/2022 22:00,21.8,99.0,14.6
23,06/02/2022 23:00,22.3,99.0,14.8
