,time,PM2.5,humidity,temperature
0,2021-11-20 20:00:00,,,
1,2021-11-20 21:00:00,,,
2,2021-11-20 22:00:00,,,
3,2021-11-20 23:00:00,,,
4,2021-11-21 00:00:00,,,
5,2021-11-21 01:00:00,,,
6,2021-11-21 02:00:00,,,
7,2021-11-21 03:00:00,,,
8,2021-11-21 04:00:00,,,
9,2021-11-21 05:00:00,,,
10,2021-11-21 06:00:00,,,
11,2021-11-21 07:00:00,,,
12,2021-11-21 08:00:00,,,
13,2021-11-21 09:00:00,,,
14,2021-11-21 10:00:00,,,
15,2021-11-21 11:00:00,,,
16,2021-11-21 12:00:00,,,
17,2021-11-21 13:00:00,,,
18,2021-11-21 14:00:00,,,
19,2021-11-21 15:00:00,,,
20,2021-11-21 16:00:00,,,
21,2021-11-21 17:00:00,,,
22,2021-11-21 18:00:00,,,
23,2021-11-21 19:00:00,,,
