,time,PM2.5,humidity,temperature
0,2021-09-21 16:00:00,17.1,93.1,30.2
1,2021-09-21 17:00:00,19.5,83.4,31.2
2,2021-09-21 18:00:00,59.23,84.1,30.9
3,2021-09-21 19:00:00,133.04,88.5,29.8
4,2021-09-21 20:00:00,50.84,88.4,29.7
5,2021-09-21 21:00:00,17.5,89.4,29.3
6,2021-09-21 22:00:00,53.29,89.0,29.6
7,2021-09-21 23:00:00,17.9,95.2,29.3
8,2021-09-22 00:00:00,11.7,96.1,29.0
9,2021-09-22 01:00:00,8.4,97.4,28.7
10,2021-09-22 02:00:00,8.3,99.5,28.5
11,2021-09-22 03:00:00,8.4,100.0,28.1
12,2021-09-22 04:00:00,8.1,100.0,27.7
13,2021-09-22 05:00:00,9.2,100.0,27.5
14,2021-09-22 06:00:00,11.3,100.0,27.6
15,2021-09-22 07:00:00,17.4,100.0,27.8
16,2021-09-22 08:00:00,19.4,99.2,28.2
17,2021-09-22 09:00:00,57.39,93.7,29.3
18,2021-09-22 10:00:00,47.72,87.6,31.0
19,2021-09-22 11:00:00,18.6,83.3,31.1
20,2021-09-22 12:00:00,57.34,93.2,28.0
21,2021-09-22 13:00:00,17.7,100.0,25.3
22,2021-09-22 14:00:00,17.2,100.0,26.1
23,2021-09-22 15:00:00,11.5,99.7,27.5
