,timestamp,PM2.5,humidity,temperature
0,17/01/2022 00:00,8.6,99.0,16.1
1,17/01/2022 01:00,9.1,99.0,15.6
2,17/01/2022 02:00,5.2,99.0,15.5
3,17/01/2022 03:00,1.3,99.0,14.8
4,17/01/2022 04:00,1.7,99.0,14.6
5,17/01/2022 05:00,2.3,99.0,14.7
6,17/01/2022 06:00,2.9,99.0,14.1
7,17/01/2022 07:00,1.4,99.0,14.2
8,17/01/2022 08:00,2.2,99.0,14.3
9,17/01/2022 09:00,2.3,99.0,14.5
10,17/01/2022 10:00,3.8,99.0,14.7
11,17/01/2022 11:00,4.9,99.0,15.0
12,17/01/2022 12:00,3.2,99.0,15.7
13,17/01/2022 13:00,3.2,99.0,15.7
14,17/01/2022 14:00,3.9,99.0,15.5
15,17/01/2022 15:00,3.5,98.6,16.2
16,17/01/2022 16:00,3.4,97.7,16.3
17,17/01/2022 17:00,3.7,99.1,15.8
18,17/01/2022 18:00,6.7,99.0,15.8
19,17/01/2022 19:00,7.0,99.0,15.9
20,17/01/2022 20:00,7.6,99.2,16.0
21,17/01/2022 21:00,7.2,98.2,16.0
22,17/01/2022 22:00,8.7,97.5,16.0
23,17/01/2022 23:00,9.5,97.9,16.0
