,time,PM2.5,humidity,temperature
0,2021-09-12 16:00:00,48.3,48.3,37.9
1,2021-09-12 17:00:00,37.35,50.1,37.0
2,2021-09-12 18:00:00,40.25,52.8,36.1
3,2021-09-12 19:00:00,46.42,56.2,35.3
4,2021-09-12 20:00:00,57.27,60.2,34.6
5,2021-09-12 21:00:00,96.81,64.3,34.1
6,2021-09-12 22:00:00,102.25,68.9,32.9
7,2021-09-12 23:00:00,89.65,73.0,32.3
8,2021-09-13 00:00:00,73.33,74.2,32.2
9,2021-09-13 01:00:00,71.77,75.9,31.8
10,2021-09-13 02:00:00,66.95,75.1,31.7
11,2021-09-13 03:00:00,65.37,75.1,31.6
12,2021-09-13 04:00:00,82.51,80.0,30.8
13,2021-09-13 05:00:00,152.53,81.7,30.0
14,2021-09-13 06:00:00,140.44,80.5,29.7
15,2021-09-13 07:00:00,97.22,77.5,29.9
16,2021-09-13 08:00:00,86.2,74.2,30.8
17,2021-09-13 09:00:00,92.4,69.4,32.8
18,2021-09-13 10:00:00,101.6,65.9,34.4
19,2021-09-13 11:00:00,107.88,63.7,35.3
20,2021-09-13 12:00:00,92.46,60.0,36.0
21,2021-09-13 13:00:00,61.81,59.5,35.7
22,2021-09-13 14:00:00,64.87,61.0,34.8
23,2021-09-13 15:00:00,52.12,64.8,32.9
