,time,PM2.5,humidity,temperature
0,2021-06-29 16:00:00,,,
1,2021-06-29 17:00:00,,,
2,2021-06-29 18:00:00,,,
3,2021-06-29 19:00:00,,,
4,2021-06-29 20:00:00,,,
5,2021-06-29 21:00:00,,,
6,2021-06-29 22:00:00,,,
7,2021-06-29 23:00:00,,,
8,2021-06-30 00:00:00,,,
9,2021-06-30 01:00:00,,,
10,2021-06-30 02:00:00,,,
11,2021-06-30 03:00:00,,,
12,2021-06-30 04:00:00,,,
13,2021-06-30 05:00:00,,,
14,2021-06-30 06:00:00,,,
15,2021-06-30 07:00:00,,,
16,2021-06-30 08:00:00,,,
17,2021-06-30 09:00:00,,,
18,2021-06-30 10:00:00,,,
19,2021-06-30 11:00:00,,,
20,2021-06-30 12:00:00,,,
21,2021-06-30 13:00:00,,,
22,2021-06-30 14:00:00,,,
23,2021-06-30 15:00:00,,,
