,timestamp,PM2.5,humidity,temperature
0,26/01/2022 00:00,15.9,99.0,21.1
1,26/01/2022 01:00,15.7,99.0,20.9
2,26/01/2022 02:00,17.0,99.0,20.6
3,26/01/2022 03:00,14.2,99.0,20.3
4,26/01/2022 04:00,11.9,99.0,20.2
5,26/01/2022 05:00,13.9,99.0,20.1
6,26/01/2022 06:00,15.5,99.0,20.0
7,26/01/2022 07:00,18.4,99.0,20.0
8,26/01/2022 08:00,19.1,99.0,20.1
9,26/01/2022 09:00,18.1,99.0,20.0
10,26/01/2022 10:00,17.7,99.0,20.5
11,26/01/2022 11:00,16.8,99.0,21.0
12,26/01/2022 12:00,16.0,99.0,22.1
13,26/01/2022 13:00,15.8,97.1,23.8
14,26/01/2022 14:00,14.8,97.1,23.9
15,26/01/2022 15:00,17.8,92.7,24.9
16,26/01/2022 16:00,21.7,87.0,26.1
17,26/01/2022 17:00,16.6,94.6,24.3
18,26/01/2022 18:00,12.2,99.0,23.0
19,26/01/2022 19:00,14.2,99.0,22.3
20,26/01/2022 20:00,14.3,99.0,22.0
21,26/01/2022 21:00,13.3,99.0,21.8
22,26/01/2022 22:00,11.8,99.0,22.0
23,26/01/2022 23:00,12.0,99.0,21.9
