,time,PM2.5,humidity,temperature
0,2021-07-23 16:00:00,,,
1,2021-07-23 17:00:00,,,
2,2021-07-23 18:00:00,,,
3,2021-07-23 19:00:00,,,
4,2021-07-23 20:00:00,,,
5,2021-07-23 21:00:00,,,
6,2021-07-23 22:00:00,,,
7,2021-07-23 23:00:00,,,
8,2021-07-24 00:00:00,,,
9,2021-07-24 01:00:00,,,
10,2021-07-24 02:00:00,,,
11,2021-07-24 03:00:00,,,
12,2021-07-24 04:00:00,,,
13,2021-07-24 05:00:00,,,
14,2021-07-24 06:00:00,,,
15,2021-07-24 07:00:00,,,
16,2021-07-24 08:00:00,,,
17,2021-07-24 09:00:00,15.6,97.7,30.1
18,2021-07-24 10:00:00,11.5,92.2,31.6
19,2021-07-24 11:00:00,14.0,84.4,32.8
20,2021-07-24 12:00:00,13.2,72.2,34.8
21,2021-07-24 13:00:00,13.7,68.6,35.7
22,2021-07-24 14:00:00,13.3,65.5,37.0
23,2021-07-24 15:00:00,13.5,63.3,37.3
