,time,PM2.5,humidity,temperature
0,2021-07-24 16:00:00,10.5,73.0,35.9
1,2021-07-24 17:00:00,5.8,82.2,33.5
2,2021-07-24 18:00:00,7.0,83.5,32.8
3,2021-07-24 19:00:00,6.1,92.5,31.1
4,2021-07-24 20:00:00,5.9,100.0,30.2
5,2021-07-24 21:00:00,6.8,100.0,29.8
6,2021-07-24 22:00:00,4.9,100.0,29.5
7,2021-07-24 23:00:00,5.6,100.0,29.4
8,2021-07-25 00:00:00,5.1,100.0,29.2
9,2021-07-25 01:00:00,6.1,100.0,29.0
10,2021-07-25 02:00:00,5.8,100.0,28.7
11,2021-07-25 03:00:00,6.9,100.0,28.3
12,2021-07-25 04:00:00,8.2,100.0,28.1
13,2021-07-25 05:00:00,10.7,100.0,28.2
14,2021-07-25 06:00:00,13.2,100.0,28.1
15,2021-07-25 07:00:00,10.0,100.0,28.8
16,2021-07-25 08:00:00,17.9,100.0,29.4
17,2021-07-25 09:00:00,15.7,98.7,30.5
18,2021-07-25 10:00:00,18.0,91.3,31.9
19,2021-07-25 11:00:00,16.5,84.5,33.1
20,2021-07-25 12:00:00,15.3,78.0,34.7
21,2021-07-25 13:00:00,13.6,74.7,35.4
22,2021-07-25 14:00:00,16.2,74.4,35.7
23,2021-07-25 15:00:00,19.3,73.5,35.4
