,time,PM2.5,humidity,temperature
0,2021-10-16 20:00:00,1.2,100.0,21.0
1,2021-10-16 21:00:00,1.5,100.0,20.2
2,2021-10-16 22:00:00,1.5,100.0,20.2
3,2021-10-16 23:00:00,1.5,100.0,20.3
4,2021-10-17 00:00:00,1.5,100.0,20.6
5,2021-10-17 01:00:00,1.5,100.0,20.7
6,2021-10-17 02:00:00,1.5,100.0,20.8
7,2021-10-17 03:00:00,1.5,97.1,21.1
8,2021-10-17 04:00:00,1.5,95.7,21.2
9,2021-10-17 05:00:00,1.5,95.0,21.1
10,2021-10-17 06:00:00,1.0,93.1,21.1
11,2021-10-17 07:00:00,5.1,92.0,21.2
12,2021-10-17 08:00:00,6.5,89.2,21.6
13,2021-10-17 09:00:00,4.5,86.9,22.0
14,2021-10-17 10:00:00,1.9,85.1,22.0
15,2021-10-17 11:00:00,2.4,83.7,22.6
16,2021-10-17 12:00:00,2.1,83.5,23.0
17,2021-10-17 13:00:00,1.9,91.2,22.4
18,2021-10-17 14:00:00,1.8,87.9,23.1
19,2021-10-17 15:00:00,1.7,84.7,23.3
20,2021-10-17 16:00:00,2.6,85.9,23.1
21,2021-10-17 17:00:00,3.9,86.0,23.0
22,2021-10-17 18:00:00,5.7,86.9,22.9
23,2021-10-17 19:00:00,6.8,88.1,22.8
