,time,PM2.5,humidity,temperature
0,2021-12-14 20:00:00,141.4,73.3,21.1
1,2021-12-14 21:00:00,147.1,77.8,20.5
2,2021-12-14 22:00:00,133.7,83.2,19.9
3,2021-12-14 23:00:00,122.1,86.1,19.7
4,2021-12-15 00:00:00,116.4,87.9,19.4
5,2021-12-15 01:00:00,112.9,89.6,19.2
6,2021-12-15 02:00:00,113.0,90.6,19.2
7,2021-12-15 03:00:00,137.3,92.4,18.9
8,2021-12-15 04:00:00,152.1,92.9,19.0
9,2021-12-15 05:00:00,160.1,93.5,18.9
10,2021-12-15 06:00:00,177.7,94.0,18.9
11,2021-12-15 07:00:00,194.0,93.6,19.1
12,2021-12-15 08:00:00,176.7,93.2,19.2
13,2021-12-15 09:00:00,161.4,91.6,19.5
14,2021-12-15 10:00:00,164.8,89.6,19.9
15,2021-12-15 11:00:00,207.7,87.9,20.6
16,2021-12-15 12:00:00,227.5,85.9,21.0
17,2021-12-15 13:00:00,230.7,86.3,20.8
18,2021-12-15 14:00:00,225.5,85.0,20.9
19,2021-12-15 15:00:00,214.3,83.9,21.1
20,2021-12-15 16:00:00,202.6,82.9,21.4
21,2021-12-15 17:00:00,195.0,83.6,21.1
22,2021-12-15 18:00:00,212.7,86.3,20.6
23,2021-12-15 19:00:00,238.5,87.8,20.4
