,time,PM2.5,humidity,temperature
0,2021-08-14 16:00:00,13.6,63.9,34.8
1,2021-08-14 17:00:00,42.23,69.9,33.4
2,2021-08-14 18:00:00,81.61,74.4,33.0
3,2021-08-14 19:00:00,81.84,80.1,32.9
4,2021-08-14 20:00:00,45.71,78.2,32.1
5,2021-08-14 21:00:00,16.0,81.6,31.1
6,2021-08-14 22:00:00,14.8,84.4,30.5
7,2021-08-14 23:00:00,14.2,86.5,30.0
8,2021-08-15 00:00:00,11.1,87.2,29.9
9,2021-08-15 01:00:00,15.5,88.5,29.8
10,2021-08-15 02:00:00,18.4,90.4,29.4
11,2021-08-15 03:00:00,51.82,91.2,29.2
12,2021-08-15 04:00:00,51.62,90.7,29.2
13,2021-08-15 05:00:00,17.9,89.8,29.2
14,2021-08-15 06:00:00,60.21,91.9,29.2
15,2021-08-15 07:00:00,65.92,91.9,29.3
16,2021-08-15 08:00:00,102.84,95.1,29.0
17,2021-08-15 09:00:00,107.57,95.1,29.2
18,2021-08-15 10:00:00,197.08,94.3,29.4
19,2021-08-15 11:00:00,128.08,89.0,30.4
20,2021-08-15 12:00:00,85.35,85.9,31.0
21,2021-08-15 13:00:00,77.3,83.6,31.3
22,2021-08-15 14:00:00,74.69,82.3,31.5
23,2021-08-15 15:00:00,45.09,77.2,32.2
