,timestamp,PM2.5,humidity,temperature
0,10/04/2022 00:00,5.9,99.0,23.4
1,10/04/2022 01:00,7.7,99.0,23.4
2,10/04/2022 02:00,7.0,99.0,23.6
3,10/04/2022 03:00,5.2,99.1,23.5
4,10/04/2022 04:00,4.9,99.3,23.5
5,10/04/2022 05:00,4.6,99.0,23.2
6,10/04/2022 06:00,4.6,99.0,23.2
7,10/04/2022 07:00,4.8,98.8,23.6
8,10/04/2022 08:00,4.9,93.4,24.9
9,10/04/2022 09:00,8.5,85.3,26.6
10,10/04/2022 10:00,12.6,78.6,27.8
11,10/04/2022 11:00,11.4,71.1,29.4
12,10/04/2022 12:00,10.5,61.5,31.2
13,10/04/2022 13:00,9.3,57.7,32.3
14,10/04/2022 14:00,8.6,56.4,33.1
15,10/04/2022 15:00,7.2,56.0,33.2
16,10/04/2022 16:00,7.3,59.3,32.3
17,10/04/2022 17:00,7.1,65.3,30.2
18,10/04/2022 18:00,5.7,68.8,28.5
19,10/04/2022 19:00,5.2,73.7,27.4
20,10/04/2022 20:00,5.0,79.6,27.0
21,10/04/2022 21:00,5.7,88.2,26.4
22,10/04/2022 22:00,5.5,95.4,25.4
23,10/04/2022 23:00,4.9,99.2,24.6
