,timestamp,PM2.5,humidity,temperature
0,25/12/2021 00:00,72.1,95.6,21.7
1,25/12/2021 01:00,65.3,97.5,21.5
2,25/12/2021 02:00,59.3,98.9,21.3
3,25/12/2021 03:00,55.8,98.0,21.1
4,25/12/2021 04:00,56.1,96.8,21.1
5,25/12/2021 05:00,55.9,96.8,21.3
6,25/12/2021 06:00,58.6,96.0,21.4
7,25/12/2021 07:00,55.8,98.2,21.3
8,25/12/2021 08:00,62.7,96.4,21.5
9,25/12/2021 09:00,68.9,91.5,22.3
10,25/12/2021 10:00,73.5,88.8,23.0
11,25/12/2021 11:00,64.3,87.0,23.4
12,25/12/2021 12:00,70.2,86.2,23.8
13,25/12/2021 13:00,73.8,83.3,24.9
14,25/12/2021 14:00,70.8,84.5,24.8
15,25/12/2021 15:00,35.5,86.7,23.9
16,25/12/2021 16:00,36.0,85.3,24.5
17,25/12/2021 17:00,40.9,87.5,24.2
18,25/12/2021 18:00,40.2,91.1,23.5
19,25/12/2021 19:00,36.7,91.5,23.2
20,25/12/2021 20:00,38.3,90.8,22.7
21,25/12/2021 21:00,37.0,90.7,22.0
22,25/12/2021 22:00,40.0,88.0,21.8
23,25/12/2021 23:00,38.2,88.9,21.8
