,timestamp,PM2.5,humidity,temperature
0,05/01/2022 00:00,21.4,99.0,20.3
1,05/01/2022 01:00,21.0,99.0,20.2
2,05/01/2022 02:00,17.6,99.0,20.1
3,05/01/2022 03:00,18.7,99.0,20.1
4,05/01/2022 04:00,23.5,99.0,19.8
5,05/01/2022 05:00,25.0,99.0,19.3
6,05/01/2022 06:00,30.7,99.0,19.3
7,05/01/2022 07:00,30.8,99.0,19.0
8,05/01/2022 08:00,26.2,99.0,19.3
9,05/01/2022 09:00,24.6,99.0,20.5
10,05/01/2022 10:00,23.9,98.4,21.8
11,05/01/2022 11:00,23.2,94.6,22.5
12,05/01/2022 12:00,26.9,91.0,23.3
13,05/01/2022 13:00,25.3,88.2,24.0
14,05/01/2022 14:00,20.9,84.2,24.9
15,05/01/2022 15:00,21.3,87.6,24.2
16,05/01/2022 16:00,19.9,84.5,24.8
17,05/01/2022 17:00,16.8,83.5,24.8
18,05/01/2022 18:00,17.5,89.0,23.4
19,05/01/2022 19:00,21.1,95.7,22.2
20,05/01/2022 20:00,28.3,98.6,21.8
21,05/01/2022 21:00,22.9,99.0,21.0
22,05/01/2022 22:00,23.1,99.0,20.7
23,05/01/2022 23:00,26.1,99.0,20.6
