,timestamp,PM2.5,humidity,temperature
0,05/02/2022 00:00,51.0,78.4,17.8
1,05/02/2022 01:00,49.9,75.5,17.7
2,05/02/2022 02:00,47.2,69.2,17.5
3,05/02/2022 03:00,46.0,66.8,17.3
4,05/02/2022 04:00,44.3,66.1,17.2
5,05/02/2022 05:00,43.1,66.9,17.1
6,05/02/2022 06:00,43.3,68.6,16.8
7,05/02/2022 07:00,43.4,68.8,16.5
8,05/02/2022 08:00,45.6,68.9,16.5
9,05/02/2022 09:00,45.7,64.7,16.7
10,05/02/2022 10:00,47.0,62.7,17.1
11,05/02/2022 11:00,45.9,58.9,17.9
12,05/02/2022 12:00,50.3,56.4,19.1
13,05/02/2022 13:00,53.0,53.8,20.2
14,05/02/2022 14:00,51.3,54.9,19.6
15,05/02/2022 15:00,50.4,55.9,19.4
16,05/02/2022 16:00,54.3,59.3,18.6
17,05/02/2022 17:00,57.4,64.9,18.0
18,05/02/2022 18:00,73.6,71.6,17.6
19,05/02/2022 19:00,68.6,75.3,16.9
20,05/02/2022 20:00,82.3,78.6,16.3
21,05/02/2022 21:00,76.6,78.6,16.5
22,05/02/2022 22:00,73.3,82.4,16.2
23,05/02/2022 23:00,77.1,86.3,15.9
