,time,PM2.5,humidity,temperature
0,2021-08-13 16:00:00,5.9,57.6,36.1
1,2021-08-13 17:00:00,6.0,61.6,34.9
2,2021-08-13 18:00:00,7.7,66.0,33.6
3,2021-08-13 19:00:00,7.1,68.9,32.9
4,2021-08-13 20:00:00,11.8,70.6,32.5
5,2021-08-13 21:00:00,14.7,73.3,31.9
6,2021-08-13 22:00:00,10.4,75.7,31.5
7,2021-08-13 23:00:00,9.2,75.6,31.3
8,2021-08-14 00:00:00,10.0,76.0,31.2
9,2021-08-14 01:00:00,11.8,79.6,30.9
10,2021-08-14 02:00:00,13.0,83.4,30.4
11,2021-08-14 03:00:00,13.2,85.1,30.1
12,2021-08-14 04:00:00,14.2,85.9,29.8
13,2021-08-14 05:00:00,12.7,85.9,29.8
14,2021-08-14 06:00:00,12.7,84.2,29.9
15,2021-08-14 07:00:00,11.0,79.6,30.6
16,2021-08-14 08:00:00,13.0,75.5,31.7
17,2021-08-14 09:00:00,15.0,73.5,32.5
18,2021-08-14 10:00:00,11.5,65.1,34.4
19,2021-08-14 11:00:00,9.5,59.0,35.6
20,2021-08-14 12:00:00,6.8,52.8,37.5
21,2021-08-14 13:00:00,4.5,48.3,38.4
22,2021-08-14 14:00:00,3.0,46.7,38.5
23,2021-08-14 15:00:00,3.9,48.1,38.0
