,time,PM2.5,humidity,temperature
0,2021-12-03 20:00:00,93.6,56.7,20.2
1,2021-12-03 21:00:00,113.1,57.1,20.0
2,2021-12-03 22:00:00,133.5,59.8,20.1
3,2021-12-03 23:00:00,158.1,63.0,19.9
4,2021-12-04 00:00:00,186.5,66.0,19.1
5,2021-12-04 01:00:00,198.8,63.1,19.0
6,2021-12-04 02:00:00,181.5,65.2,18.9
7,2021-12-04 03:00:00,194.0,68.9,18.2
8,2021-12-04 04:00:00,217.8,72.2,16.9
9,2021-12-04 05:00:00,123.0,69.0,16.7
10,2021-12-04 06:00:00,122.8,71.0,16.8
11,2021-12-04 07:00:00,136.5,80.7,16.2
12,2021-12-04 08:00:00,133.0,84.2,15.9
13,2021-12-04 09:00:00,116.9,79.0,16.3
14,2021-12-04 10:00:00,117.6,75.1,17.2
15,2021-12-04 11:00:00,94.4,66.6,18.3
16,2021-12-04 12:00:00,87.8,62.8,19.0
17,2021-12-04 13:00:00,59.2,53.3,20.1
18,2021-12-04 14:00:00,42.1,50.2,20.5
19,2021-12-04 15:00:00,28.3,42.4,20.8
20,2021-12-04 16:00:00,27.4,42.2,21.2
21,2021-12-04 17:00:00,30.0,41.6,21.0
22,2021-12-04 18:00:00,40.4,44.7,20.7
23,2021-12-04 19:00:00,68.8,48.1,20.4
