,timestamp,PM2.5,humidity,temperature
0,04/05/2022 00:00,48.9,54.7,23.7
1,04/05/2022 01:00,60.3,53.6,23.6
2,04/05/2022 02:00,64.2,54.6,23.4
3,04/05/2022 03:00,48.5,53.2,23.3
4,04/05/2022 04:00,40.9,50.6,23.4
5,04/05/2022 05:00,58.2,56.9,23.2
6,04/05/2022 06:00,149.3,65.0,22.9
7,04/05/2022 07:00,143.3,64.7,23.3
8,04/05/2022 08:00,138.0,60.5,24.5
9,04/05/2022 09:00,125.7,51.1,26.3
10,04/05/2022 10:00,114.1,46.3,28.0
11,04/05/2022 11:00,74.3,39.2,29.6
12,04/05/2022 12:00,46.4,36.0,30.5
13,04/05/2022 13:00,22.5,26.0,31.7
14,04/05/2022 14:00,20.9,33.0,32.4
15,04/05/2022 15:00,28.1,30.0,33.0
16,04/05/2022 16:00,26.9,28.0,33.1
17,04/05/2022 17:00,27.0,25.0,32.7
18,04/05/2022 18:00,35.8,31.9,31.1
19,04/05/2022 19:00,54.1,41.9,28.4
20,04/05/2022 20:00,75.3,51.7,26.3
21,04/05/2022 21:00,70.6,55.8,25.7
22,04/05/2022 22:00,78.6,58.3,25.4
23,04/05/2022 23:00,82.6,61.2,25.0
