,timestamp,PM2.5,humidity,temperature
0,04/05/2022 00:00,34.0,60.5,26.7
1,04/05/2022 01:00,35.1,61.1,26.4
2,04/05/2022 02:00,37.9,60.6,26.3
3,04/05/2022 03:00,33.0,60.1,26.1
4,04/05/2022 04:00,36.2,62.8,25.9
5,04/05/2022 05:00,64.5,72.2,25.4
6,04/05/2022 06:00,76.6,74.4,24.9
7,04/05/2022 07:00,72.0,75.8,25.1
8,04/05/2022 08:00,95.1,69.2,27.7
9,04/05/2022 09:00,92.4,64.2,28.9
10,04/05/2022 10:00,69.9,59.6,29.2
11,04/05/2022 11:00,54.1,55.0,29.8
12,04/05/2022 12:00,41.4,51.0,30.9
13,04/05/2022 13:00,29.1,46.4,32.5
14,04/05/2022 14:00,21.8,40.4,33.6
15,04/05/2022 15:00,27.9,40.3,34.3
16,04/05/2022 16:00,28.5,39.5,34.7
17,04/05/2022 17:00,31.9,39.5,34.8
18,04/05/2022 18:00,36.5,43.0,33.3
19,04/05/2022 19:00,44.6,51.2,30.9
20,04/05/2022 20:00,46.2,58.7,29.1
21,04/05/2022 21:00,43.6,61.8,28.3
22,04/05/2022 22:00,44.9,64.1,28.2
23,04/05/2022 23:00,45.5,66.4,27.8
