,timestamp,PM2.5,humidity,temperature
0,04/05/2022 00:00,32.2,67.2,24.9
1,04/05/2022 01:00,32.6,67.5,24.7
2,04/05/2022 02:00,39.8,68.9,24.7
3,04/05/2022 03:00,27.9,68.5,24.5
4,04/05/2022 04:00,34.8,64.7,24.2
5,04/05/2022 05:00,35.9,65.8,24.1
6,04/05/2022 06:00,45.9,68.7,23.9
7,04/05/2022 07:00,68.9,74.9,23.3
8,04/05/2022 08:00,67.5,73.3,23.0
9,04/05/2022 09:00,59.6,70.1,24.3
10,04/05/2022 10:00,52.7,68.0,25.0
11,04/05/2022 11:00,54.2,63.8,25.6
12,04/05/2022 12:00,31.5,57.7,26.2
13,04/05/2022 13:00,19.8,52.7,27.0
14,04/05/2022 14:00,23.6,50.2,27.9
15,04/05/2022 15:00,22.2,45.5,29.8
16,04/05/2022 16:00,20.1,40.9,32.3
17,04/05/2022 17:00,23.0,43.8,33.2
18,04/05/2022 18:00,30.9,54.4,31.4
19,04/05/2022 19:00,41.6,58.9,28.5
20,04/05/2022 20:00,46.2,65.6,26.5
21,04/05/2022 21:00,46.3,69.8,26.0
22,04/05/2022 22:00,42.2,71.4,25.9
23,04/05/2022 23:00,46.1,72.7,25.8
