,time,PM2.5,humidity,temperature
0,2021-12-18 20:00:00,,,
1,2021-12-18 21:00:00,,,
2,2021-12-18 22:00:00,,,
3,2021-12-18 23:00:00,,,
4,2021-12-19 00:00:00,,,
5,2021-12-19 01:00:00,,,
6,2021-12-19 02:00:00,,,
7,2021-12-19 03:00:00,,,
8,2021-12-19 04:00:00,,,
9,2021-12-19 05:00:00,,,
10,2021-12-19 06:00:00,,,
11,2021-12-19 07:00:00,,,
12,2021-12-19 08:00:00,,,
13,2021-12-19 09:00:00,,,
14,2021-12-19 10:00:00,,,
15,2021-12-19 11:00:00,,,
16,2021-12-19 12:00:00,,,
17,2021-12-19 13:00:00,,,
18,2021-12-19 14:00:00,,,
19,2021-12-19 15:00:00,,,
20,2021-12-19 16:00:00,,,
21,2021-12-19 17:00:00,,,
22,2021-12-19 18:00:00,,,
23,2021-12-19 19:00:00,,,
