,time,PM2.5,humidity,temperature
0,2021-08-11 16:00:00,7.3,77.5,35.4
1,2021-08-11 17:00:00,7.4,80.1,34.0
2,2021-08-11 18:00:00,6.0,91.3,30.3
3,2021-08-11 19:00:00,6.0,100.0,25.3
4,2021-08-11 20:00:00,6.0,100.0,25.8
5,2021-08-11 21:00:00,1.8,100.0,25.9
6,2021-08-11 22:00:00,1.6,100.0,24.3
7,2021-08-11 23:00:00,1.9,100.0,25.0
8,2021-08-12 00:00:00,1.8,100.0,25.3
9,2021-08-12 01:00:00,2.1,100.0,25.4
10,2021-08-12 02:00:00,2.1,100.0,25.5
11,2021-08-12 03:00:00,2.9,100.0,25.7
12,2021-08-12 04:00:00,3.1,100.0,25.7
13,2021-08-12 05:00:00,6.0,100.0,25.8
14,2021-08-12 06:00:00,11.6,100.0,26.1
15,2021-08-12 07:00:00,14.4,100.0,26.4
16,2021-08-12 08:00:00,11.1,100.0,26.9
17,2021-08-12 09:00:00,5.3,100.0,27.6
18,2021-08-12 10:00:00,9.5,97.8,28.6
19,2021-08-12 11:00:00,14.0,92.2,29.6
20,2021-08-12 12:00:00,45.7,85.2,31.6
21,2021-08-12 13:00:00,47.29,80.4,33.2
22,2021-08-12 14:00:00,41.89,80.9,33.7
23,2021-08-12 15:00:00,33.4,74.7,35.6
