,time,PM2.5,humidity,temperature
0,2021-09-24 16:00:00,7.0,100.0,27.7
1,2021-09-24 17:00:00,6.4,100.0,27.6
2,2021-09-24 18:00:00,7.8,100.0,27.1
3,2021-09-24 19:00:00,7.6,100.0,26.3
4,2021-09-24 20:00:00,10.6,100.0,26.1
5,2021-09-24 21:00:00,10.8,100.0,25.9
6,2021-09-24 22:00:00,7.1,100.0,25.7
7,2021-09-24 23:00:00,5.4,100.0,25.4
8,2021-09-25 00:00:00,6.2,100.0,25.3
9,2021-09-25 01:00:00,6.6,100.0,25.1
10,2021-09-25 02:00:00,5.1,100.0,24.9
11,2021-09-25 03:00:00,3.4,100.0,24.8
12,2021-09-25 04:00:00,3.7,100.0,24.4
13,2021-09-25 05:00:00,1.7,100.0,22.9
14,2021-09-25 06:00:00,1.8,100.0,23.4
15,2021-09-25 07:00:00,2.3,100.0,23.8
16,2021-09-25 08:00:00,3.1,100.0,24.2
17,2021-09-25 09:00:00,3.1,100.0,24.9
18,2021-09-25 10:00:00,3.4,100.0,25.7
19,2021-09-25 11:00:00,3.8,100.0,26.8
20,2021-09-25 12:00:00,4.9,99.7,27.8
21,2021-09-25 13:00:00,5.1,98.4,28.6
22,2021-09-25 14:00:00,4.8,99.8,27.7
23,2021-09-25 15:00:00,5.8,99.2,27.3
