,time,PM2.5,humidity,temperature
0,2021-09-24 16:00:00,13.3,81.4,28.7
1,2021-09-24 17:00:00,16.1,81.9,28.5
2,2021-09-24 18:00:00,19.1,85.1,27.4
3,2021-09-24 19:00:00,18.9,87.6,26.6
4,2021-09-24 20:00:00,50.29,89.7,26.3
5,2021-09-24 21:00:00,52.87,89.8,26.2
6,2021-09-24 22:00:00,12.0,89.4,25.8
7,2021-09-24 23:00:00,9.4,90.9,25.3
8,2021-09-25 00:00:00,18.8,92.0,25.1
9,2021-09-25 01:00:00,17.8,91.9,25.0
10,2021-09-25 02:00:00,8.2,92.6,25.0
11,2021-09-25 03:00:00,11.0,93.9,24.7
12,2021-09-25 04:00:00,16.1,93.7,24.9
13,2021-09-25 05:00:00,16.1,93.6,23.2
14,2021-09-25 06:00:00,16.1,94.2,23.5
15,2021-09-25 07:00:00,16.1,93.6,24.0
16,2021-09-25 08:00:00,2.9,92.4,24.5
17,2021-09-25 09:00:00,5.5,89.0,25.5
18,2021-09-25 10:00:00,7.2,82.8,27.6
19,2021-09-25 11:00:00,12.2,77.2,29.7
20,2021-09-25 12:00:00,14.8,75.0,30.7
21,2021-09-25 13:00:00,14.1,76.5,30.2
22,2021-09-25 14:00:00,13.1,75.0,30.9
23,2021-09-25 15:00:00,13.8,83.6,28.9
