,time,PM2.5,humidity,temperature
0,2021-08-12 16:00:00,72.99,78.1,33.6
1,2021-08-12 17:00:00,79.91,81.4,32.7
2,2021-08-12 18:00:00,104.61,85.0,31.9
3,2021-08-12 19:00:00,80.08,84.8,31.4
4,2021-08-12 20:00:00,2.8,99.6,25.1
5,2021-08-12 21:00:00,4.8,99.2,26.2
6,2021-08-12 22:00:00,5.0,98.0,26.6
7,2021-08-12 23:00:00,4.4,97.1,26.8
8,2021-08-13 00:00:00,5.3,97.4,26.9
9,2021-08-13 01:00:00,5.0,95.8,27.3
10,2021-08-13 02:00:00,7.4,96.7,27.3
11,2021-08-13 03:00:00,18.5,96.2,27.2
12,2021-08-13 04:00:00,15.8,95.1,27.5
13,2021-08-13 05:00:00,116.06,96.2,27.5
14,2021-08-13 06:00:00,133.27,97.4,27.4
15,2021-08-13 07:00:00,122.7,97.0,27.6
16,2021-08-13 08:00:00,116.05,95.2,28.2
17,2021-08-13 09:00:00,87.34,92.8,28.9
18,2021-08-13 10:00:00,67.28,90.0,29.8
19,2021-08-13 11:00:00,53.42,85.5,31.0
20,2021-08-13 12:00:00,42.67,81.9,32.1
21,2021-08-13 13:00:00,19.9,78.8,32.4
22,2021-08-13 14:00:00,17.8,76.4,33.1
23,2021-08-13 15:00:00,14.6,70.0,34.9
