,time,PM2.5,humidity,temperature
0,2021-09-12 16:00:00,22.56,54.1,39.7
1,2021-09-12 17:00:00,19.9,56.4,38.1
2,2021-09-12 18:00:00,37.99,63.8,35.8
3,2021-09-12 19:00:00,89.6,72.9,34.0
4,2021-09-12 20:00:00,120.57,75.2,33.4
5,2021-09-12 21:00:00,79.83,79.4,33.1
6,2021-09-12 22:00:00,130.15,82.5,32.5
7,2021-09-12 23:00:00,109.85,87.2,32.1
8,2021-09-13 00:00:00,92.42,89.4,32.1
9,2021-09-13 01:00:00,92.88,93.8,31.3
10,2021-09-13 02:00:00,89.73,95.3,30.9
11,2021-09-13 03:00:00,82.1,95.5,30.8
12,2021-09-13 04:00:00,84.94,96.9,30.6
13,2021-09-13 05:00:00,115.23,99.0,30.3
14,2021-09-13 06:00:00,110.34,97.1,29.9
15,2021-09-13 07:00:00,90.44,94.8,29.9
16,2021-09-13 08:00:00,74.07,91.2,30.5
17,2021-09-13 09:00:00,95.45,87.1,31.7
18,2021-09-13 10:00:00,106.94,84.0,32.9
19,2021-09-13 11:00:00,115.01,81.3,34.1
20,2021-09-13 12:00:00,110.96,80.2,34.6
21,2021-09-13 13:00:00,125.86,84.1,33.7
22,2021-09-13 14:00:00,99.1,87.9,31.7
23,2021-09-13 15:00:00,47.11,87.2,29.7
