,time,PM2.5,humidity,temperature
0,2021-11-23 20:00:00,97.9,87.1,18.4
1,2021-11-23 21:00:00,63.5,88.6,18.5
2,2021-11-23 22:00:00,49.2,88.9,18.2
3,2021-11-23 23:00:00,41.9,87.9,18.1
4,2021-11-24 00:00:00,44.3,90.4,18.0
5,2021-11-24 01:00:00,39.6,92.0,17.8
6,2021-11-24 02:00:00,30.4,89.5,17.9
7,2021-11-24 03:00:00,30.7,84.0,18.0
8,2021-11-24 04:00:00,21.9,79.8,17.5
9,2021-11-24 05:00:00,20.4,76.0,17.4
10,2021-11-24 06:00:00,20.9,74.4,17.3
11,2021-11-24 07:00:00,27.1,74.7,17.4
12,2021-11-24 08:00:00,34.4,74.1,17.7
13,2021-11-24 09:00:00,27.9,69.5,18.2
14,2021-11-24 10:00:00,23.8,63.0,19.0
15,2021-11-24 11:00:00,30.1,62.9,19.8
16,2021-11-24 12:00:00,29.2,62.3,20.5
17,2021-11-24 13:00:00,31.6,62.2,21.1
18,2021-11-24 14:00:00,55.3,65.2,21.0
19,2021-11-24 15:00:00,63.0,67.6,20.8
20,2021-11-24 16:00:00,68.7,68.6,20.4
21,2021-11-24 17:00:00,57.9,69.4,19.8
22,2021-11-24 18:00:00,69.2,77.0,19.2
23,2021-11-24 19:00:00,47.7,77.3,18.4
