,time,PM2.5,humidity,temperature
0,2021-11-25 20:00:00,80.6,75.0,20.1
1,2021-11-25 21:00:00,89.5,75.3,19.9
2,2021-11-25 22:00:00,87.3,77.5,19.4
3,2021-11-25 23:00:00,82.3,77.7,19.6
4,2021-11-26 00:00:00,74.9,79.7,19.4
5,2021-11-26 01:00:00,69.7,81.2,19.3
6,2021-11-26 02:00:00,65.1,80.4,19.6
7,2021-11-26 03:00:00,82.1,85.1,18.7
8,2021-11-26 04:00:00,97.2,88.8,18.0
9,2021-11-26 05:00:00,79.1,87.6,17.8
10,2021-11-26 06:00:00,71.2,87.8,17.9
11,2021-11-26 07:00:00,72.4,92.8,17.5
12,2021-11-26 08:00:00,79.8,92.9,18.1
13,2021-11-26 09:00:00,76.3,89.9,18.6
14,2021-11-26 10:00:00,76.9,86.8,19.3
15,2021-11-26 11:00:00,66.2,82.6,19.7
16,2021-11-26 12:00:00,57.1,76.5,20.7
17,2021-11-26 13:00:00,57.5,75.0,21.4
18,2021-11-26 14:00:00,49.7,70.6,21.7
19,2021-11-26 15:00:00,34.2,65.4,22.4
20,2021-11-26 16:00:00,29.5,64.4,22.3
21,2021-11-26 17:00:00,34.8,65.3,21.9
22,2021-11-26 18:00:00,45.6,68.7,21.5
23,2021-11-26 19:00:00,56.7,71.2,21.3
