,timestamp,PM2.5,humidity,temperature
0,17/01/2022 00:00,19.4,94.9,15.7
1,17/01/2022 01:00,25.0,97.2,15.5
2,17/01/2022 02:00,14.7,99.5,15.1
3,17/01/2022 03:00,4.4,100.0,14.0
4,17/01/2022 04:00,5.1,98.3,14.0
5,17/01/2022 05:00,6.35,97.1,14.9
6,17/01/2022 06:00,7.6,100.0,13.7
7,17/01/2022 07:00,9.2,100.0,13.6
8,17/01/2022 08:00,7.2,99.9,13.5
9,17/01/2022 09:00,7.6,98.5,13.6
10,17/01/2022 10:00,11.3,97.3,13.8
11,17/01/2022 11:00,15.6,95.7,14.2
12,17/01/2022 12:00,12.2,91.8,14.4
13,17/01/2022 13:00,11.8,91.6,14.5
14,17/01/2022 14:00,11.2,92.1,14.5
15,17/01/2022 15:00,11.5,89.6,14.8
16,17/01/2022 16:00,12.7,87.6,15.0
17,17/01/2022 17:00,15.0,89.3,14.7
18,17/01/2022 18:00,23.8,91.5,14.7
19,17/01/2022 19:00,18.4,89.5,14.8
20,17/01/2022 20:00,17.3,86.9,15.1
21,17/01/2022 21:00,18.1,86.1,15.2
22,17/01/2022 22:00,20.3,85.8,15.2
23,17/01/2022 23:00,28.2,86.7,15.2
