,time,PM2.5,humidity,temperature
0,2021-07-19 16:00:00,24.48,59.4,37.3
1,2021-07-19 17:00:00,22.55,57.4,37.7
2,2021-07-19 18:00:00,28.42,61.8,35.7
3,2021-07-19 19:00:00,55.26,78.2,32.8
4,2021-07-19 20:00:00,36.87,79.9,32.5
5,2021-07-19 21:00:00,54.02,82.2,31.7
6,2021-07-19 22:00:00,55.39,85.8,30.7
7,2021-07-19 23:00:00,56.87,89.4,30.1
8,2021-07-20 00:00:00,65.32,92.6,29.6
9,2021-07-20 01:00:00,16.0,92.8,29.1
10,2021-07-20 02:00:00,9.8,91.1,28.7
11,2021-07-20 03:00:00,10.7,90.0,28.7
12,2021-07-20 04:00:00,10.0,91.5,28.6
13,2021-07-20 05:00:00,11.7,92.8,28.5
14,2021-07-20 06:00:00,17.3,94.7,28.2
15,2021-07-20 07:00:00,18.0,93.1,28.7
16,2021-07-20 08:00:00,17.6,90.6,29.4
17,2021-07-20 09:00:00,16.7,82.9,30.8
18,2021-07-20 10:00:00,36.85,80.8,31.4
19,2021-07-20 11:00:00,54.12,76.1,33.1
20,2021-07-20 12:00:00,59.62,71.4,34.9
21,2021-07-20 13:00:00,43.74,64.4,36.6
22,2021-07-20 14:00:00,39.39,62.1,37.0
23,2021-07-20 15:00:00,40.54,65.7,36.2
