,time,PM2.5,humidity,temperature
0,2021-07-19 16:00:00,38.7,61.1,35.9
1,2021-07-19 17:00:00,69.32,62.8,35.1
2,2021-07-19 18:00:00,49.86,66.9,34.4
3,2021-07-19 19:00:00,62.02,76.4,32.6
4,2021-07-19 20:00:00,68.06,77.3,32.1
5,2021-07-19 21:00:00,65.09,79.0,31.5
6,2021-07-19 22:00:00,73.14,79.3,31.2
7,2021-07-19 23:00:00,146.4,82.5,30.8
8,2021-07-20 00:00:00,101.12,82.1,30.7
9,2021-07-20 01:00:00,183.24,84.5,30.1
10,2021-07-20 02:00:00,102.15,85.2,29.4
11,2021-07-20 03:00:00,81.68,85.2,29.3
12,2021-07-20 04:00:00,76.35,85.4,29.0
13,2021-07-20 05:00:00,71.64,86.1,28.8
14,2021-07-20 06:00:00,96.05,86.3,28.8
15,2021-07-20 07:00:00,127.66,85.7,29.3
16,2021-07-20 08:00:00,133.64,84.4,29.9
17,2021-07-20 09:00:00,120.7,82.7,30.6
18,2021-07-20 10:00:00,103.98,76.8,32.3
19,2021-07-20 11:00:00,83.58,70.7,34.2
20,2021-07-20 12:00:00,68.46,64.8,35.8
21,2021-07-20 13:00:00,61.77,63.1,35.9
22,2021-07-20 14:00:00,57.89,60.7,36.7
23,2021-07-20 15:00:00,52.52,60.8,35.8
