,time,PM2.5,humidity,temperature
0,2021-09-25 16:00:00,9.3,100.0,26.1
1,2021-09-25 17:00:00,7.0,100.0,26.0
2,2021-09-25 18:00:00,10.9,100.0,26.5
3,2021-09-25 19:00:00,14.6,100.0,26.1
4,2021-09-25 20:00:00,15.8,100.0,25.7
5,2021-09-25 21:00:00,14.2,100.0,25.7
6,2021-09-25 22:00:00,14.3,100.0,25.5
7,2021-09-25 23:00:00,13.5,100.0,25.4
8,2021-09-26 00:00:00,10.5,100.0,25.3
9,2021-09-26 01:00:00,10.4,100.0,25.2
10,2021-09-26 02:00:00,12.3,100.0,25.0
11,2021-09-26 03:00:00,12.9,100.0,25.0
12,2021-09-26 04:00:00,14.0,100.0,24.9
13,2021-09-26 05:00:00,12.5,100.0,24.8
14,2021-09-26 06:00:00,9.4,100.0,24.9
15,2021-09-26 07:00:00,9.7,100.0,24.8
16,2021-09-26 08:00:00,8.8,100.0,25.5
17,2021-09-26 09:00:00,5.9,100.0,27.3
18,2021-09-26 10:00:00,6.5,100.0,27.3
19,2021-09-26 11:00:00,8.6,97.6,29.1
20,2021-09-26 12:00:00,10.0,93.5,30.3
21,2021-09-26 13:00:00,10.2,87.0,31.5
22,2021-09-26 14:00:00,10.5,82.7,32.1
23,2021-09-26 15:00:00,5.8,95.0,28.2
