,time,PM2.5,humidity,temperature
0,2021-08-23 16:00:00,47.78,79.5,31.8
1,2021-08-23 17:00:00,66.09,83.1,31.3
2,2021-08-23 18:00:00,110.18,86.8,30.3
3,2021-08-23 19:00:00,177.34,88.8,29.8
4,2021-08-23 20:00:00,96.05,86.3,30.4
5,2021-08-23 21:00:00,96.83,86.7,30.4
6,2021-08-23 22:00:00,152.34,90.2,29.8
7,2021-08-23 23:00:00,166.19,92.9,29.6
8,2021-08-24 00:00:00,124.37,92.9,30.0
9,2021-08-24 01:00:00,103.52,94.0,29.9
10,2021-08-24 02:00:00,85.92,95.0,29.9
11,2021-08-24 03:00:00,117.08,96.1,29.7
12,2021-08-24 04:00:00,121.23,95.0,29.7
13,2021-08-24 05:00:00,133.88,95.0,29.6
14,2021-08-24 06:00:00,157.62,96.5,29.5
15,2021-08-24 07:00:00,180.05,96.7,29.6
16,2021-08-24 08:00:00,159.63,93.1,30.3
17,2021-08-24 09:00:00,94.1,91.0,30.9
18,2021-08-24 10:00:00,91.15,89.6,31.6
19,2021-08-24 11:00:00,64.34,84.9,32.5
20,2021-08-24 12:00:00,52.86,77.8,34.4
21,2021-08-24 13:00:00,35.63,73.4,35.6
22,2021-08-24 14:00:00,30.88,69.6,36.2
23,2021-08-24 15:00:00,19.5,67.6,36.6
