,time,PM2.5,humidity,temperature
0,2021-07-07 16:00:00,77.89,90.6,29.3
1,2021-07-07 17:00:00,79.07,94.2,28.4
2,2021-07-07 18:00:00,80.75,97.4,27.7
3,2021-07-07 19:00:00,90.13,95.1,28.1
4,2021-07-07 20:00:00,97.65,95.2,28.1
5,2021-07-07 21:00:00,72.98,92.2,28.4
6,2021-07-07 22:00:00,77.86,91.9,28.5
7,2021-07-07 23:00:00,85.58,92.2,28.4
8,2021-07-08 00:00:00,109.73,94.0,28.3
9,2021-07-08 01:00:00,64.1,93.6,27.4
10,2021-07-08 02:00:00,2.1,99.0,25.1
11,2021-07-08 03:00:00,1.2,99.8,24.5
12,2021-07-08 04:00:00,2.6,100.0,24.4
13,2021-07-08 05:00:00,8.5,100.0,24.5
14,2021-07-08 06:00:00,7.9,100.0,25.2
15,2021-07-08 07:00:00,6.2,99.0,26.0
16,2021-07-08 08:00:00,7.0,97.8,26.6
17,2021-07-08 09:00:00,14.3,96.5,27.1
18,2021-07-08 10:00:00,17.3,91.4,28.4
19,2021-07-08 11:00:00,18.5,92.9,28.0
20,2021-07-08 12:00:00,15.4,92.9,28.0
21,2021-07-08 13:00:00,14.4,89.1,28.9
22,2021-07-08 14:00:00,8.5,87.6,29.1
23,2021-07-08 15:00:00,7.0,81.7,30.3
