,time,PM2.5,humidity,temperature
0,2021-06-26 16:00:00,9.5,61.4,34.7
1,2021-06-26 17:00:00,9.4,60.4,34.8
2,2021-06-26 18:00:00,32.55,63.3,34.1
3,2021-06-26 19:00:00,19.2,66.7,32.1
4,2021-06-26 20:00:00,6.0,94.2,25.3
5,2021-06-26 21:00:00,7.9,93.5,26.5
6,2021-06-26 22:00:00,5.7,87.0,27.4
7,2021-06-26 23:00:00,9.0,86.4,28.3
8,2021-06-27 00:00:00,10.5,87.4,28.4
9,2021-06-27 01:00:00,15.5,87.7,28.4
10,2021-06-27 02:00:00,17.9,88.7,28.2
11,2021-06-27 03:00:00,84.09,90.2,28.1
12,2021-06-27 04:00:00,92.75,90.9,28.1
13,2021-06-27 05:00:00,64.75,90.9,28.2
14,2021-06-27 06:00:00,15.0,88.3,28.4
15,2021-06-27 07:00:00,12.3,84.2,28.7
16,2021-06-27 08:00:00,11.0,80.7,29.4
17,2021-06-27 09:00:00,13.6,76.3,30.4
18,2021-06-27 10:00:00,7.4,66.8,32.3
19,2021-06-27 11:00:00,5.2,60.2,33.9
20,2021-06-27 12:00:00,4.6,58.5,34.9
21,2021-06-27 13:00:00,4.7,55.2,35.9
22,2021-06-27 14:00:00,3.5,49.7,37.6
23,2021-06-27 15:00:00,4.4,47.4,39.0
