,time,PM2.5,humidity,temperature
0,2021-08-20 16:00:00,12.5,59.4,38.7
1,2021-08-20 17:00:00,13.0,62.1,38.0
2,2021-08-20 18:00:00,10.8,67.6,36.5
3,2021-08-20 19:00:00,8.0,80.2,33.3
4,2021-08-20 20:00:00,6.4,84.4,32.2
5,2021-08-20 21:00:00,5.0,88.3,31.4
6,2021-08-20 22:00:00,4.5,92.6,30.9
7,2021-08-20 23:00:00,5.2,95.4,30.6
8,2021-08-21 00:00:00,5.7,96.7,30.3
9,2021-08-21 01:00:00,5.2,97.2,30.2
10,2021-08-21 02:00:00,5.1,98.5,30.0
11,2021-08-21 03:00:00,5.4,99.1,29.9
12,2021-08-21 04:00:00,5.2,98.7,29.9
13,2021-08-21 05:00:00,5.0,98.8,29.8
14,2021-08-21 06:00:00,6.4,99.9,29.5
15,2021-08-21 07:00:00,6.9,99.6,29.7
16,2021-08-21 08:00:00,6.9,97.1,30.3
17,2021-08-21 09:00:00,6.9,90.2,31.5
18,2021-08-21 10:00:00,7.5,80.9,33.6
19,2021-08-21 11:00:00,7.3,74.9,35.1
20,2021-08-21 12:00:00,6.9,69.7,36.4
21,2021-08-21 13:00:00,6.8,64.1,38.1
22,2021-08-21 14:00:00,6.4,61.5,38.5
23,2021-08-21 15:00:00,6.5,56.6,40.4
