,time,PM2.5,humidity,temperature
0,2021-09-14 16:00:00,15.4,100.0,27.6
1,2021-09-14 17:00:00,6.7,100.0,27.4
2,2021-09-14 18:00:00,7.5,100.0,27.3
3,2021-09-14 19:00:00,8.2,100.0,27.0
4,2021-09-14 20:00:00,7.4,100.0,26.6
5,2021-09-14 21:00:00,5.9,100.0,26.4
6,2021-09-14 22:00:00,6.1,100.0,26.5
7,2021-09-14 23:00:00,5.8,100.0,26.5
8,2021-09-15 00:00:00,6.7,100.0,26.5
9,2021-09-15 01:00:00,7.6,100.0,26.5
10,2021-09-15 02:00:00,10.3,100.0,26.3
11,2021-09-15 03:00:00,15.3,100.0,26.4
12,2021-09-15 04:00:00,17.0,100.0,26.5
13,2021-09-15 05:00:00,15.6,100.0,26.4
14,2021-09-15 06:00:00,14.8,100.0,25.8
15,2021-09-15 07:00:00,10.3,100.0,25.2
16,2021-09-15 08:00:00,3.6,100.0,24.7
17,2021-09-15 09:00:00,2.6,100.0,24.7
18,2021-09-15 10:00:00,3.8,100.0,24.8
19,2021-09-15 11:00:00,3.6,100.0,25.1
20,2021-09-15 12:00:00,2.9,100.0,25.8
21,2021-09-15 13:00:00,2.9,100.0,27.2
22,2021-09-15 14:00:00,4.0,100.0,27.4
23,2021-09-15 15:00:00,4.5,100.0,27.6
