,time,PM2.5,humidity,temperature
0,2021-09-14 16:00:00,13.8,100.0,27.0
1,2021-09-14 17:00:00,12.8,100.0,27.2
2,2021-09-14 18:00:00,8.8,100.0,26.6
3,2021-09-14 19:00:00,6.7,100.0,25.9
4,2021-09-14 20:00:00,11.2,100.0,25.8
5,2021-09-14 21:00:00,12.6,100.0,25.6
6,2021-09-14 22:00:00,9.1,100.0,25.6
7,2021-09-14 23:00:00,4.9,100.0,25.7
8,2021-09-15 00:00:00,3.7,100.0,25.8
9,2021-09-15 01:00:00,10.4,100.0,25.8
10,2021-09-15 02:00:00,16.2,100.0,25.9
11,2021-09-15 03:00:00,19.3,100.0,25.9
12,2021-09-15 04:00:00,6.2,100.0,25.6
13,2021-09-15 05:00:00,4.9,100.0,25.4
14,2021-09-15 06:00:00,9.8,100.0,25.3
15,2021-09-15 07:00:00,14.6,100.0,25.5
16,2021-09-15 08:00:00,10.1,100.0,25.2
17,2021-09-15 09:00:00,1.9,100.0,24.9
18,2021-09-15 10:00:00,1.8,100.0,24.8
19,2021-09-15 11:00:00,6.0,100.0,25.2
20,2021-09-15 12:00:00,5.7,100.0,26.6
21,2021-09-15 13:00:00,2.8,100.0,27.8
22,2021-09-15 14:00:00,6.2,100.0,28.0
23,2021-09-15 15:00:00,5.1,100.0,28.2
