,timestamp,PM2.5,humidity,temperature
0,22/03/2022 00:00,36.8,93.0,27.2
1,22/03/2022 01:00,38.4,94.1,27.2
2,22/03/2022 02:00,37.1,95.8,27.0
3,22/03/2022 03:00,47.4,97.7,26.7
4,22/03/2022 04:00,45.6,97.9,26.7
5,22/03/2022 05:00,45.1,97.9,26.7
6,22/03/2022 06:00,42.0,96.9,26.9
7,22/03/2022 07:00,48.4,96.7,26.9
8,22/03/2022 08:00,51.3,95.4,27.2
9,22/03/2022 09:00,53.2,93.2,27.8
10,22/03/2022 10:00,58.5,90.4,28.6
11,22/03/2022 11:00,64.1,87.7,29.5
12,22/03/2022 12:00,73.8,83.7,30.7
13,22/03/2022 13:00,83.6,74.8,33.6
14,22/03/2022 14:00,81.2,72.8,34.5
15,22/03/2022 15:00,64.9,73.6,34.6
16,22/03/2022 16:00,52.4,78.3,33.6
17,22/03/2022 17:00,43.9,80.7,32.7
18,22/03/2022 18:00,54.1,86.6,31.1
19,22/03/2022 19:00,57.1,89.9,30.1
20,22/03/2022 20:00,51.3,91.3,29.2
21,22/03/2022 21:00,40.7,91.4,28.7
22,22/03/2022 22:00,50.8,92.5,28.5
23,22/03/2022 23:00,40.6,96.4,27.8
