,time,PM2.5,humidity,temperature
0,2021-12-17 20:00:00,,,
1,2021-12-17 21:00:00,,,
2,2021-12-17 22:00:00,,,
3,2021-12-17 23:00:00,,,
4,2021-12-18 00:00:00,,,
5,2021-12-18 01:00:00,,,
6,2021-12-18 02:00:00,,,
7,2021-12-18 03:00:00,,,
8,2021-12-18 04:00:00,,,
9,2021-12-18 05:00:00,,,
10,2021-12-18 06:00:00,,,
11,2021-12-18 07:00:00,,,
12,2021-12-18 08:00:00,,,
13,2021-12-18 09:00:00,,,
14,2021-12-18 10:00:00,,,
15,2021-12-18 11:00:00,,,
16,2021-12-18 12:00:00,,,
17,2021-12-18 13:00:00,,,
18,2021-12-18 14:00:00,,,
19,2021-12-18 15:00:00,,,
20,2021-12-18 16:00:00,,,
21,2021-12-18 17:00:00,,,
22,2021-12-18 18:00:00,,,
23,2021-12-18 19:00:00,,,
