,time,PM2.5,humidity,temperature
0,2021-07-14 16:00:00,8.9,58.5,38.1
1,2021-07-14 17:00:00,7.9,58.2,37.9
2,2021-07-14 18:00:00,8.6,62.7,36.1
3,2021-07-14 19:00:00,7.5,74.7,33.1
4,2021-07-14 20:00:00,7.8,78.7,32.1
5,2021-07-14 21:00:00,6.8,81.5,31.5
6,2021-07-14 22:00:00,5.5,84.8,30.9
7,2021-07-14 23:00:00,5.5,87.1,30.5
8,2021-07-15 00:00:00,5.1,87.8,30.3
9,2021-07-15 01:00:00,5.7,90.1,30.2
10,2021-07-15 02:00:00,4.9,91.2,29.9
11,2021-07-15 03:00:00,4.8,90.7,29.9
12,2021-07-15 04:00:00,4.8,90.6,29.8
13,2021-07-15 05:00:00,5.0,91.7,29.7
14,2021-07-15 06:00:00,5.2,93.5,29.4
15,2021-07-15 07:00:00,5.4,91.9,29.9
16,2021-07-15 08:00:00,4.8,87.5,30.5
17,2021-07-15 09:00:00,5.4,79.3,31.9
18,2021-07-15 10:00:00,5.8,72.5,33.3
19,2021-07-15 11:00:00,5.3,69.0,34.4
20,2021-07-15 12:00:00,5.5,63.4,35.7
21,2021-07-15 13:00:00,6.3,59.5,36.9
22,2021-07-15 14:00:00,7.3,59.4,37.5
23,2021-07-15 15:00:00,7.2,58.6,37.0
