,timestamp,PM2.5,humidity,temperature
0,01/01/2022 00:00,76.7,88.5,16.5
1,01/01/2022 01:00,81.3,89.8,16.2
2,01/01/2022 02:00,72.2,90.0,15.9
3,01/01/2022 03:00,65.1,90.2,15.6
4,01/01/2022 04:00,68.9,90.5,15.6
5,01/01/2022 05:00,63.7,91.6,15.4
6,01/01/2022 06:00,54.3,91.5,15.5
7,01/01/2022 07:00,50.2,92.1,15.4
8,01/01/2022 08:00,61.5,91.1,15.6
9,01/01/2022 09:00,70.8,90.6,15.8
10,01/01/2022 10:00,73.7,90.3,16.1
11,01/01/2022 11:00,82.5,88.9,16.4
12,01/01/2022 12:00,84.6,86.8,16.8
13,01/01/2022 13:00,99.5,86.5,17.1
14,01/01/2022 14:00,107.7,87.5,16.8
15,01/01/2022 15:00,117.8,89.1,16.5
16,01/01/2022 16:00,93.1,88.9,16.5
17,01/01/2022 17:00,75.5,89.4,16.1
18,01/01/2022 18:00,85.8,91.8,15.9
19,01/01/2022 19:00,73.9,92.6,15.7
20,01/01/2022 20:00,69.1,91.1,15.8
21,01/01/2022 21:00,86.4,91.2,15.7
22,01/01/2022 22:00,67.0,88.9,15.7
23,01/01/2022 23:00,50.5,87.8,15.7
