,time,PM2.5,humidity,temperature
0,2021-10-13 20:00:00,,,
1,2021-10-13 21:00:00,,,
2,2021-10-13 22:00:00,,,
3,2021-10-13 23:00:00,,,
4,2021-10-14 00:00:00,,,
5,2021-10-14 01:00:00,,,
6,2021-10-14 02:00:00,,,
7,2021-10-14 03:00:00,,,
8,2021-10-14 04:00:00,,,
9,2021-10-14 05:00:00,,,
10,2021-10-14 06:00:00,,,
11,2021-10-14 07:00:00,,,
12,2021-10-14 08:00:00,,,
13,2021-10-14 09:00:00,,,
14,2021-10-14 10:00:00,,,
15,2021-10-14 11:00:00,,,
16,2021-10-14 12:00:00,,,
17,2021-10-14 13:00:00,,,
18,2021-10-14 14:00:00,,,
19,2021-10-14 15:00:00,,,
20,2021-10-14 16:00:00,,,
21,2021-10-14 17:00:00,,,
22,2021-10-14 18:00:00,,,
23,2021-10-14 19:00:00,,,
