,time,PM2.5,humidity,temperature
0,2021-07-26 16:00:00,27.26,58.9,36.8
1,2021-07-26 17:00:00,34.76,61.3,35.9
2,2021-07-26 18:00:00,43.87,64.4,35.1
3,2021-07-26 19:00:00,48.16,68.2,33.5
4,2021-07-26 20:00:00,78.13,76.2,32.4
5,2021-07-26 21:00:00,59.95,78.6,30.7
6,2021-07-26 22:00:00,52.96,81.1,30.2
7,2021-07-26 23:00:00,19.1,80.9,30.2
8,2021-07-27 00:00:00,15.7,80.5,30.3
9,2021-07-27 01:00:00,14.6,79.3,30.5
10,2021-07-27 02:00:00,13.2,80.8,30.3
11,2021-07-27 03:00:00,40.94,84.7,30.2
12,2021-07-27 04:00:00,54.93,86.4,29.9
13,2021-07-27 05:00:00,52.07,87.4,29.7
14,2021-07-27 06:00:00,56.91,88.7,29.4
15,2021-07-27 07:00:00,67.33,88.2,29.7
16,2021-07-27 08:00:00,17.6,81.4,30.8
17,2021-07-27 09:00:00,68.23,80.2,31.4
18,2021-07-27 10:00:00,15.1,73.3,32.8
19,2021-07-27 11:00:00,14.0,66.9,34.2
20,2021-07-27 12:00:00,12.0,62.4,35.5
21,2021-07-27 13:00:00,10.7,59.6,36.8
22,2021-07-27 14:00:00,12.5,54.4,39.5
23,2021-07-27 15:00:00,16.4,53.6,39.6
