,timestamp,PM2.5,humidity,temperature
0,15/04/2022 00:00,13.0,99.0,26.2
1,15/04/2022 01:00,14.0,99.0,25.9
2,15/04/2022 02:00,13.0,99.0,25.9
3,15/04/2022 03:00,13.9,99.0,25.7
4,15/04/2022 04:00,13.6,99.0,25.7
5,15/04/2022 05:00,13.9,99.0,25.7
6,15/04/2022 06:00,14.3,99.0,25.8
7,15/04/2022 07:00,15.5,99.0,25.9
8,15/04/2022 08:00,15.1,99.0,25.8
9,15/04/2022 09:00,20.3,99.0,25.5
10,15/04/2022 10:00,20.1,99.0,25.9
11,15/04/2022 11:00,18.0,99.0,26.6
12,15/04/2022 12:00,18.2,99.0,27.7
13,15/04/2022 13:00,19.7,98.2,28.8
14,15/04/2022 14:00,17.8,99.0,28.8
15,15/04/2022 15:00,17.5,99.0,28.2
16,15/04/2022 16:00,18.3,99.0,28.3
17,15/04/2022 17:00,18.5,99.0,28.2
18,15/04/2022 18:00,19.1,99.0,28.1
19,15/04/2022 19:00,19.2,99.0,27.8
20,15/04/2022 20:00,19.2,99.0,27.4
21,15/04/2022 21:00,17.0,99.0,27.0
22,15/04/2022 22:00,18.6,99.0,26.7
23,15/04/2022 23:00,17.6,99.0,26.5
