,timestamp,PM2.5,humidity,temperature
0,26/12/2021 00:00,36.7,96.9,21.1
1,26/12/2021 01:00,39.0,97.2,21.0
2,26/12/2021 02:00,34.6,96.6,20.9
3,26/12/2021 03:00,33.4,96.6,20.7
4,26/12/2021 04:00,30.6,99.3,20.3
5,26/12/2021 05:00,30.3,97.1,20.2
6,26/12/2021 06:00,30.7,94.8,20.1
7,26/12/2021 07:00,30.5,96.6,19.8
8,26/12/2021 08:00,31.0,98.0,19.9
9,26/12/2021 09:00,32.9,95.8,20.1
10,26/12/2021 10:00,36.1,93.4,20.2
11,26/12/2021 11:00,39.4,95.1,20.0
12,26/12/2021 12:00,35.8,96.2,19.6
13,26/12/2021 13:00,39.0,94.6,19.7
14,26/12/2021 14:00,43.8,90.7,20.1
15,26/12/2021 15:00,40.0,90.1,19.9
16,26/12/2021 16:00,38.4,90.0,19.6
17,26/12/2021 17:00,36.3,91.3,19.5
18,26/12/2021 18:00,35.1,90.8,18.9
19,26/12/2021 19:00,28.7,95.7,17.7
20,26/12/2021 20:00,24.7,93.9,17.0
21,26/12/2021 21:00,16.4,97.7,16.1
22,26/12/2021 22:00,16.5,94.7,16.2
23,26/12/2021 23:00,12.3,90.5,16.2
