,timestamp,PM2.5,humidity,temperature
0,01/02/2022 00:00,23.0,85.8,11.9
1,01/02/2022 01:00,25.55,86.2,11.7
2,01/02/2022 02:00,28.1,87.0,11.6
3,01/02/2022 03:00,20.8,85.8,11.7
4,01/02/2022 04:00,17.9,85.9,11.5
5,01/02/2022 05:00,15.7,85.7,11.5
6,01/02/2022 06:00,15.3,84.7,11.5
7,01/02/2022 07:00,15.3,83.7,11.7
8,01/02/2022 08:00,16.6,83.5,11.9
9,01/02/2022 09:00,18.8,84.2,11.9
10,01/02/2022 10:00,20.9,84.3,12.2
11,01/02/2022 11:00,23.0,83.2,12.4
12,01/02/2022 12:00,23.7,81.4,13.0
13,01/02/2022 13:00,24.4,82.2,13.2
14,01/02/2022 14:00,27.5,82.1,13.6
15,01/02/2022 15:00,23.1,81.2,14.0
16,01/02/2022 16:00,20.2,80.6,14.0
17,01/02/2022 17:00,21.8,80.5,14.0
18,01/02/2022 18:00,22.4,81.7,13.7
19,01/02/2022 19:00,23.7,83.4,13.4
20,01/02/2022 20:00,24.7,84.6,13.2
21,01/02/2022 21:00,23.1,84.7,12.9
22,01/02/2022 22:00,25.7,86.0,12.6
23,01/02/2022 23:00,26.3,88.1,12.4
