,time,PM2.5,humidity,temperature
0,2021-12-24 20:00:00,207.7,82.1,21.9
1,2021-12-24 21:00:00,210.2,82.4,21.6
2,2021-12-24 22:00:00,240.5,83.9,21.4
3,2021-12-24 23:00:00,220.9,85.0,21.3
4,2021-12-25 00:00:00,211.3,86.2,21.2
5,2021-12-25 01:00:00,209.7,87.2,21.1
6,2021-12-25 02:00:00,202.0,88.5,20.8
7,2021-12-25 03:00:00,186.6,87.7,20.8
8,2021-12-25 04:00:00,183.4,87.8,20.7
9,2021-12-25 05:00:00,185.1,87.4,20.6
10,2021-12-25 06:00:00,191.3,88.8,20.6
11,2021-12-25 07:00:00,202.6,90.4,20.4
12,2021-12-25 08:00:00,202.0,88.6,20.8
13,2021-12-25 09:00:00,194.9,86.4,21.2
14,2021-12-25 10:00:00,208.1,85.1,21.6
15,2021-12-25 11:00:00,181.6,83.9,21.8
16,2021-12-25 12:00:00,182.1,83.5,22.0
17,2021-12-25 13:00:00,174.5,81.6,22.9
18,2021-12-25 14:00:00,169.0,81.5,23.2
19,2021-12-25 15:00:00,93.4,82.0,22.6
20,2021-12-25 16:00:00,83.5,81.6,22.8
21,2021-12-25 17:00:00,97.5,82.3,22.8
22,2021-12-25 18:00:00,106.0,83.3,22.7
23,2021-12-25 19:00:00,104.0,82.8,22.4
